query_id,question,correct_document_id,rank
2235,1987년 이래 후쿠오카 아시아 영화제가 열리는 계절은?,46247,1
2236,조선로동당이 강동정치학원에서 온 유격대원들을 남쪽으로 보내며 만든 부대는?,15820,1
2237,매니가 싸우다 나가 떨어지는 모습을 보면 발작을 일으키는 인물은?,23357,1
2238,송상현이 일본의 침입에 대비하기 위해 동래성 인근에 심었던 것은?,20361,1
2239,사촌 관계인 두 인물과 삼각관계에 처한 인물은?,14396,3
2240,동로마 제국의 총대주교가 불가리아 총대교구를 정식으로 인정한 것은 어느 왕이 죽고 난 뒤인가?,22631,1
2241,제 3신분의 행동을 억압하기 위해 왕비가 내세운 것은?,8991,21
2242,1989년에 가내작업반은 무엇으로 인정받게 되었나요?,57818,1
2243,토성과 히페리온의 사진을 촬영한 우주선의 이름은 무엇인가?,14646,1
2244,내금강에 있는 절 중 제 모습을 유지하고 있는 절은?,15540,1
2245,나가시마 게이오의 마지막 경기와 겹친 행사의 주최 구단은?,29625,21
2246,2016년 하계 올림픽 태권도 동메달 결정전에서 피에에게 패한 사람은?,59323,1
2247,대청누각이 특징인 곳의 인쇄판에 적혀있는 것은?,38152,7
2248,기니피그에게 펠렛을 줄 때 제일 좋은 제품은?,17854,1
2249,케트 이전 메스 게그러의 굳어진 뇌의 소유자는?,39698,1
2250,벤 브라이얼리가 쓴 기념시는 어느 도시에 살던 침팬지에 대한 것이었나?,46062,1
2251,일본이 평화선 철폐를 요구한 해는?,5347,2
2252,이혼성이 청년 승려들을 비판했던 사건에서 다친 인물은 누구인가요?,13623,1
2253,호세 카레라스가 재단의 도움을 받아 병을 치료한 병원의 소재지는?,9619,1
2254,승무원이 이륙을 요청했을 당시 목표지로 설정한 곳은?,39535,8
2255,나중에 쌓은 산성의 길이는?,36609,1
2256,1997년 평화 협정 당시 러시아 측에서는 누가 사인했나?,47778,1
2257,던스터블 수도원에서 발견된 물건은 누구의 것으로 예상되는가?,59525,2
2258,19세기에 독일에서 수많은 아이들을 죽인 병은 무엇인가?,57981,21
2259,인천상륙작전을 위해 사전에 감행된 경인지역 고립작전의 이름은?,50784,1
2260,민다나오 섬에 있던 사단 중 치안유지 임무를 맡았던 곳은?,41197,1
2261,간부회 인원을 선발하는 공식 기관은?,6132,11
2262,금호약효와 보응문성은 무엇을 확립한 화승인가?,51296,1
2263,한국 게임소설의 출발점이라고 할 수 있는 작품은 무엇인가?,27928,1
2264,탈북자들이 라오스를 경유하지 못하게 된 이유로 짐작되는 것은?,7606,2
2265,로동 신문에 재등장한 공장에는 몇 개의 자동 가공 라인이 설치되어있나요?,54685,1
2266,고토 신페이가 제도부흥계획을 만든 이유는?,58582,3
2267,공산당의 김구 정치자금 조달설과 관련한 규탄성명을 실은 언론은?,7445,2
2268,조지 피켓의 여단을 지휘한 장교의 소식을 핸콕에게 전한 사람은 누구인가?,21240,1
2269,강제 수용소에 갔던 성직자들의 소속은?,29613,10
2270,루도비쿠스와 함께 왕위에 오른 사람은?,11201,1
2271,진나라에서 부정부패를 일삼은 사람들은 누구의 권력을 탐냈나요?,5848,2
2272,알비니가 전장에 나타나지 않은 것은 무엇 때문인가?,36511,21
2273,1977년부터 생 니콜라 뒤 샤르돈네 성당에서 주임 신부로 활동한 사람은?,49527,1
2274,보너스 아미 중에서 1차 세계대전에 참여했던 사람의 수는?,35241,2
2275,고인돌의 또 다른 이름은?,26142,21
2276,러시아에 공화정 형태의 임시정부가 수립되게 만든 사건은?,7560,2
2277,전조선축구대회에서 이영민과 라이벌 관계로 경기를 뛴 선수는?,28621,2
2278,바빌론의 공중정원이 실존했는지 정확히 알 수 없는 이유는?,10243,1
2279,파시파에 그룹은 원래 무엇에 의해 쪼개진 소행성이었나요?,46077,1
2280,프레위디스는 누구의 동생인가?,42955,1
2281,암흑류 조짐이 차별화된 시공간에 있다고 말한 곳은 무슨 기관인가요?,45990,1
2282,1543년도 미조노 종가의 당주가 묻힌 도시는?,30369,2
2283,수탉은 누구에 의해 공개되었나요?,42870,1
2284,알레산드로 미켈레의 전임자는?,53047,1
2285,치비타베키아와 라티나 역은 무엇으로 이어져있나요?,38329,1
2286,그리스를 배반한 인물이 테르모퓔라이 습격을 돕기 위해 말해준 것은?,10768,1
2287,위그가 라울로부터 물려받은 직위는 무엇인가요?,14694,7
2288,크레시 전투에서 대승을 거둔 군대는 누가 지휘했나요?,9053,21
2289,왕페이의 홍콩 콘서트장에서 더우웨이는 내내 어떤 악기를 연주했나?,8731,2
2290,남조선노동당의 초대 부위원장은 누구인가?,5604,4
2291,아자르야에게 패배한 아랍인들의 거주지 중 아자르야가 새롭게 성을 쌓은 지역은 어디인가?,21385,1
2292,후삼국을 통일하는 과정에서 훌륭한 군사적 역량을 보여준 자는?,5181,2
2293,독일 통일 이후 상당수의 트라반트를 대신한 것은?,29638,1
2294,망자와 함께 저승길을 동행하는 신선은?,42039,1
2295,보통 미사를 할 때 입는 것으로 등 부분에 큰 십자가 무늬가 있는 것은?,58780,1
2296,전쟁을 일으킨 당사자와 관련자들을 처벌하기 위해 거행된 재판이 열린 곳은?,7909,6
2297,원각사가 있던 곳에 현재 있는 것은?,19109,2
2298,《내 여동생이 이렇게 귀여울 리가 없어》는 어떤 문화와 관련된 작품인가요?,22690,2
2299,음실압의 환기시스템에서 틈새는 어디에 위치하고 있는가?,40716,1
2300,제6장갑사단이 어디로 가는 도중 소련군 증원부대와 마주쳤나요?,53054,1
2301,동맹국과 협상국이 전쟁을 벌이게된 계기는?,13999,9
2302,오수전의 직전에 유통되었으며 구리로 이루어진 화폐는?,22184,1
2303,가족과 함께 뛰는 100m 달리기 시합' 에서 2등을 한 사람은?,49924,1
2304,오레스티스에 의해 살해당하기 전에 저주를 건 인물은?,22368,1
2305,이규완이 묻힌 도시는?,9932,21
2306,중국에서 언제부터 법으로 사유재산을 금지했는가?,40694,21
2307,브라헤가 관측한 모든 행성들이 타원 궤도를 따라 운동함을 밝혀낸 자는?,26688,1
2308,이방희가 저격한 사람은?,6893,2
2309,장면을 이 땅에 민주주의를 실현한 인물이라고 평한 사람은?,6970,21
2310,프리웨어의 이용 가격은?,6329,6
2311,프랑스 혁명이 일어난 시기는?,28472,21
2312,웨이코 포위전 이전에 경찰들이 긴장했던 사건은 무엇인가요?,42562,1
2313,바빌론의 공중정원이 사실 니네베에 있었다고 주장한 사람은?,10244,1
2314,주민통제기능이 제대로 행해지지 않아 일어난 일은?,58978,7
2315,1916년 경복궁에 있던 갈항사터의 탑들은 현재 어디에 소장되어 있는가?,18046,2
2316,실종자의 가족들은 배상급을 받는 것과 더불어 무엇을 요청하였나?,15630,2
2317,잉글랜드 요리는 어느 나라 요리에 속하나요?,38949,1
2318,캐나다의 대부분 지역에서 나타나는 기후는?,29403,21
2319,예누파의 아이를 살해한 것은 누구인가?,9721,1
2320,유라쿠초선 사쿠라다몬역과 연결되는 지요다선의 역 이름은?,23044,1
2321,카얀데르의 두 번째 총리 임기기간은 며칠이었나?,47262,1
2322,코흐보다 4년 앞서 노벨상을 받게 된 인물은?,8352,2
2323,괴살메는 어떤 동물과 비슷한 모양을 하고 있나요?,44912,21
2324,야와타 쪽에서 들린 포성은 실제로는 누가 공격당한 것이었나?,27725,1
2325,9년만에 스위스를 떠난 키르히너가 가고자 한 목적지는?,25979,1
2326,아가타에게 종교를 배척하지 않으면 벌을 내리겠다고 협박한 인물은?,10941,21
2327,짜장면이 만들어진 도시는?,15928,8
2328,카르프러 리어타와 같은 사람이라고 추정되는 사람은?,55196,1
2329,모부투를 국방 장관으로 임명한 인물은?,8089,4
2330,샤를 6세의 정신 건강이 위태로운 상황이 되면서 권력을 되찾은 자들은 누구인가?,16118,2
2331,<두 벗(Les Deux amis)>는 어떤 집단으로부터 특히나 인기가 없었는가?,21176,1
2332,타지마할 건설에 쓰일 재료를 날랐을 것으로 추측되는 동물은?,16097,1
2333,고독사가 나타난 초반에는 주로 어떤 연령층이 발견되었나요?,31352,1
2334,코르테스가 반항했던 대상은?,12048,10
2335,MLB 최초로 두명의 형제가 경기를 함꼐 뛴 날은?,30559,21
2336,육사에서 무엇의 조건으로 태권도 단증이 필요한가?,60289,1
2337,조소문화협회는 어느 나라에 속한 단체인가?,15510,1
2338,브라질이 고무를 운반할 방법을 구상했던 년도는?,38764,1
2339,마가렛 매더슨의 조수 역할을 했던 사람의 직업은?,32475,1
2340,손견을 죽인 사람의 목숨을 빼앗은 인물은?,18520,3
2341,불상조성기에서 제작기간은 언제라고 하는가?,47337,4
2342,원내대표 선거에서 정우택에게 패배한 사람은?,4773,3
2343,의정부법원의 판결로 구속 수감된 범죄자는 몇년도에 체포되었나?,14500,21
2344,성서를 민중에 널리 알리기 위해 노력한 사람은?,47448,21
2345,사람들은 명륜당에서 무엇을 하는가?,36909,21
2346,유메하라 노조미에게 편지를 전한 사람은 어디에서 활동하고 있나?,19150,1
2347,튀코 브라헤가 연구와 교육적 역할을 충실히 한 연구회를 만든 곳은?,4957,2
2348,중앙 정부로부터 임무를 받은 총독의 명칭은?,11043,21
2349,교황권으로부터 황제권의 자치를 논한 사람은?,55199,1
2350,나들목 운영비에 대해 지방 자치법 위반을 지적한 것은 누구인가?,43981,1
2351,솔트레이크시티 국제공항을 중추 공항으로 사용하고 있는 항공사는?,7297,17
2352,1949년에 결성된 비밀조직의 표면상 리더는 누구인가?,39987,21
2353,마틸다와 결혼한 인물은?,11195,4
2354,과육이 오랜지색인 멜론은?,10820,1
2355,스위스에 개신교를 전파하기 시작한 사람은?,51053,1
2356,2015년 기준 1kW당 탄소배출량이 가장 낮은 재생 에너지원은?,50414,1
2357,"페우케스타스가 기원전 323년, 321년에 모두 태수로 유임된 지역은?",45772,1
2358,<노바라호>가 있던 함대의 지휘자는?,36514,1
2359,송문주를 위해 사당을 만들었다는 내용은 누가 작성하였는가?,54482,1
2360,다수의 왕국이 세워지고 무너지는 과정을 거치면서 스코틀랜드에 전하게 된 문화양식은?,17242,2
2361,거대마젤란망원경의 관측 시작 가능 연도는?,15369,8
2362,여야 중 신문과 방송의 교차소유를 반대한 쪽은?,29672,2
2363,원주민들이 스페인 사람을 꺼리게 만든 사람은?,42620,21
2364,활나라를 망하게 한 진나라의 장수는?,31877,3
2365,아인슈타인의 격렬한 비판 상대가 임종한 때는?,8704,2
2366,브라헤는 태양이 어떤 행성을 중점으로 삼아 공전한다고 생각했는가?,26688,1
2367,대기이론은 생산활동의 3요소의 어떤 시간을 최소화시키는가?,13373,1
2368,광운대 창립기의 시작 연도는?,5194,7
2369,교황 선출에 황제의 동의가 필요하게 된 연도는?,6715,21
2370,크레딧 밸리 철도의 소유주가 바뀐 것은 언제인가?,50047,1
2371,연희의 직업은?,42889,4
2372,강원도의 영서 지역과 영동 지역은 무엇을 기준으로 나뉘나요?,11330,1
2373,"손이 배에 붙어서 표현되어 있는 이유는 이것이 없었기 때문인데, 이것은 무엇인가?",34071,21
2374,현대 도시 계획안은 도시계획의 어떠한 특성을 고려하기 시작하면서 탄생했는가?,22457,1
2375,디즈니랜드는 사적인 이벤트를 위해서 어디에 바를 여는가?,20875,1
2376,진입장벽에도 불구하고 글로벌화 된 게임은?,30176,2
2377,신민당을 흡수한 당을 만든 사람은?,52916,1
2378,스튜리지를 대신하여 주연 역할을 하게 된 배우는?,15774,1
2379,곽상훈이 자신의 생각을 정리하여 얘기한 것을 무시해버렸던 집단은?,6964,2
2380,귀상어의 동절기 서식지는?,11650,1
2381,샤 자한의 관이 타지마할 전체에서 유일하게 대칭 구조를 띠지 않는다고 추측되는 이유는?,16092,1
2382,서민호 전 의원을 정당의 공식 대표자로 내세운 정당은?,53904,1
2383,전산학 발전 초기단계에서 아끼고자 했던 자원은?,22398,1
2384,오노미치 역 동쪽의 지리적 특성으로 붙여진 이름은?,7917,2
2385,스레드 플로트 게시판에서 스레드의 위치가 달라지는것 처럼 보이게 하는 것은?,10502,1
2386,함경도 무산에 거주민의 탈북을 단속하는 집단은 무엇인가?,7606,2
2387,미카일 3세는 언제 불가리아를 공격했는가?,36806,1
2388,본선에서 짐멜스톱을 이긴 사람의 출신국가는?,23972,1
2389,소련 중앙위원회 서기국에서 일했던 사람들은 누구였나?,6132,2
2390,윤치호가 조선이 문명국의 식민지가 되는 것이 낫다고 한 날은?,5279,4
2391,장면에게 인사권 압력을 행사한 사람은?,6930,11
2392,소전제와 대전제에서 나타나는 제3의 개념을 무엇이라고 부르는가?,5845,2
2393,히틀러는 예를 들어 누구를 살 가치가 없는 생명이라고 했나?,12112,1
2394,제1기병사단이 처음으로 전투를 했던 장소는 어디인가?,58873,1
2395,후안 왕자가 죽은 해는?,29080,21
2396,윤치호가 감탄한 도로는 어떤 나라의 돈으로 만든 것인가요?,5288,21
2397,마현 다산마을에서 출입을 통제하고있는곳은?,9537,1
2398,니콜라스 2세가 왕위에서 물러나게 된 원인은?,5517,21
2399,간토 대지진으로 인한 사상자 수가 10만 5천명으로 수정된 연도는?,58568,1
2400,이시다 겐타가 부상으로 이탈하기 전 마지막으로 치룬 경기는?,43513,21
2401,"우에르타가 통치권을 가지고 있었을 때, 그를 옹호한 국가는?",20865,1
2402,고려시대에 거란이 쳐들어왔을 때 경상북도에서 간직한 물건은?,6249,7
2403,사민당이 적녹연정을 이루기 위해선 어느 당과 연정을 구성해야 하는가?,27803,2
2404,강희제 배역을 맡아 이를 잘 표현한 중국 배우의 이름은?,5032,2
2405,꿈속에서 새뮤얼 러브맨은 누구에게 편지를 보냈는가?,4988,2
2406,이명철이 사건을 저지른 날 하차한 지하철 역은?,14500,1
2407,이호제가 통솔했던 부대가 거의 궤멸된 시기는?,15820,10
2408,단양 우씨 마을의 유래에 관한 사연이 있는 나무는?,6554,2
2409,1923년에 일어난 지진은 무엇으로 인해 발생했었나요?,49083,1
2410,김계환이 마신 쌍화탕에는 무엇이 들어있었나요?,46142,1
2411,명예 아리아인 호칭을 주는 임무를 맡은 나치의 기관은?,11199,1
2412,교황 포르모소에게 기독교식 재매장이 허락된 것은 몇 년인가?,6723,2
2413,특정 관측값으로 천체의 위치를 계측할 수 있는 망원경은?,4866,2
2414,김동한 사망 2주기를 기리기 위한 좌담회에서 손지환은 어떤 역할을 했나요?,13472,1
2415,미드웨이 해전에서 일본 항공모함은 몇 대 소실되었나?,25167,1
2416,길리포스 장군에게 도움을 구한 곳은?,45961,1
2417,박상희는 누구에 의해 생을 마감했나요?,20985,5
2418,강병철이 한화 감독으로 임명 받은 해는?,18953,1
2419,조선 초기 양식을 엿볼 수 있으며 나무로 만들어진 불상의 모델은?,50570,11
2420,범인이 김태완군에게 부은 황산은 어디에 담겨져 있었나요?,37796,1
2421,효명세자의 예찰은 어디에 보관되어 있었나요?,43268,1
2422,1874년 귀국 이전 쓰보이가 머물던 국가는?,41770,1
2423,"2014년 경리가 케빈, 소진과 함께 결성한 팀 이름은?",31485,1
2424,9번 교향곡과 마찬가지로 특정 표제가 없는 본 윌리엄스의 작품은?,43586,1
2425,가족이 모두 뇌룡에게 죽임을 당할 당시 락인의 나이는?,57076,1
2426,신드바드의 당부로 검술을 배우게 된 인물은?,38243,1
2427,벨기에의 차량 통행 방향은?,23487,1
2428,군단병들이 전리품을 원하게 만든 요소는?,6043,21
2429,월란정사가 있는 곳에서 생겨난 학문은?,54852,1
2430,대통령의 간접 선거 기능을 맡았던 곳이 만들어진 해는?,6306,2
2431,호조로 명칭이 확정된 때의 임금은?,8547,2
2432,혜산시의 전용 역은 누구를 위한 것인가?,51241,5
2433,클리리타임네스트라는 어느 나라의 공주였는가?,32961,21
2434,스미토모 오사카 시멘트 전용선의 운행이 중단된 시기는?,30766,2
2435,베로브킨 장군의 뒤를 이어 명령권을 가진 사람은?,38763,1
2436,오래플린이 부스와 대통령 납치에 대해 얘기하기 위해 방문한 식당은 어디에 위치하는가?,36171,1
2437,바둑tv를 운용하면서 바둑이 스포츠로 인정받게 만들기 위해 노력했던 회사는 어디인가?,18346,2
2438,로타르 2세와 발트라다의 결혼은 언제 무효화되었는가?,59579,1
2439,다섯 명의 선우가 난립하게 된 해는 몇 년인가?,51503,1
2440,husroum (حصروم)을 페르시아어로 번역하면?,28911,1
2441,긴테쓰 구단은 퍼시픽 리그에서 몇 번 우승했나?,16435,8
2442,윤치호가 조선에서 탄생한 위대한 인물이라 칭하며 극찬을 보낸 인물은?,5322,21
2443,클로스긴팔원숭이는 어디에서만 생활하고 있나요?,19202,1
2444,닌자도의 크기와 모양이 사무라이가 사용하는 도검과 다른 이유는?,41099,1
2445,테드 크루즈 의원과 다이앤 파인스타 의원 사이의 논쟁은 무엇에 관한 것이었나?,60556,1
2446,솔 밤바의 수비형 미드필더로서의 기량을 칭찬한 사람은?,38553,1
2447,경성제국대학원의 교수와 교직원의 국적은 주로 무엇이었는가?,8566,5
2448,뇌전증 발작은 어떤 세포의 기능적 문제로 발생하는 증상인가요?,24798,1
2449,하탸야 중위가 니도로 섬 동부에 상륙할 당시 이용한 보트는 어느 부대 소속인가?,41275,1
2450,합성세제의 폐액 때문에 발생하는 문제로 미생물을 죽게 만드는 요인은?,20901,1
2451,의식의 전단계로 무의식을 빼내어 의식으로 바꾸는 것은?,26108,1
2452,러시아의 조치를 제재하려한 세력은?,18512,2
2453,남종삼이 사망할 당시 유일하게 살아남은 인물은?,15951,1
2454,아케메네스 제국의 금 가공술을 전통으로 이어받은 나라는?,11034,1
2455,가쓰라 내각에 해군 대신으로 임용된 사람은?,33073,2
2456,리세균이 두 번째로 옥살이를 한 곳은 어디인가?,16980,1
2457,할릴자드가 이라크 헌법 비준 허용 협상을 도운 연도는?,54395,1
2458,박지성이 독일과 멕시코의 경기에 대해 설명했던 방송국은?,50524,1
2459,신노스케가 속한 조직은?,27348,7
2460,권진이가 자신의 문제를 깨달은 후 신을 위해 무엇이 되기를 결정했는가?,39470,11
2461,김집이 부여에 부임한 이후 가장 먼저 지원한 기관은?,14683,1
2462,하정완이 본격적으로 영화설교를 시작한 해는 언제인가요?,16488,1
2463,대한기계학회에서 '피로의 통계학적 분석'이라는 제목으로 춘계학술강연이 열렸던 해는?,45013,1
2464,지구를 모두 돌 수 있는 단 하나의 해류는?,28278,1
2465,라쉬를 반여성주의자라고 칭했던 인물은?,40726,11
2466,국내특급우편 취급지역 외 지역으로 우편물을 보낼때 해당 우체국에서 전달할 사람을 정해서 배달하는 제도는?,10402,1
2467,테크모델철도클럽에서 두 번째 그룹이 한 연구는 무엇에 관한 것이었나?,5362,2
2468,금적보 공격을 성공시키고 마화룡을 죽인 사람은?,22303,1
2469,안티오코스의 영토 장악 야망이 가로막힌 계기가 된 사건은?,45606,1
2470,푸들이나 비숑 프리제처럼 개 알레르기 반응을 거의 일으키지 않는 동물 부류는 무엇인가?,18641,1
2471,프리타코사우루스의 위석은 모래주머니에서 발견되기도 하지만 가끔 어디에서 발견되나?,39823,1
2472,이길여가 환자들을 놀라지 않게 하기 위해 가슴에 품고 다녔던 물건은?,10661,1
2473,고롯케(코롯케)는 원래 어느 나라 음식인가?,25848,1
2474,케냐타가 3번째 혼인을 치른 것은 몇년도인가?,6203,8
2475,큰긴코박쥐가 가루받이를 돕는 식물은?,45025,1
2476,리우네자네이루에서 개최된 세계선수권대회의 준결승전에서 크르팔레크를 상대로 승리를 거둔 선수는?,47934,20
2477,부상을 입어 힌스키에 의해 대체 된 선수는?,29184,1
2478,만주보민회의 주활동지는?,15631,2
2479,듀이가 첫 번째로 뉴욕 주지사가 된 해는?,22802,2
2480,보로메오에게 특무성 장관직을 맡긴 인물이 교황으로 선출된 년도는?,19657,1
2481,『금쇄동기』에서 어떤 유형의 문학 작품을 읽을 수 있나?,44849,2
2482,비트겐슈타인의 누나의 피아노 선생님은 누구인가?,4929,2
2483,신토마스 주의가 한계점을 말한 대상은?,58204,1
2484,러셀은 1889년에 파리 박람회를 방문하여 어느 곳을 다녀왔는가?,5265,2
2485,오늘날 역사적인 장소로 알려진 곳은?,59925,1
2486,언필드 문화에서 낫은 무엇과 비슷하게 생겼나요?,24056,2
2487,음낭의 또 다른 명칭은?,10237,1
2488,삿포로 올림픽이 열렸을 때 어디를 주요 회장으로 사용했나?,46405,1
2489,줄리안 어산지가 IS의 배후 인물이라고 주장한 사람은?,27052,1
2490,대통령 임기가 끝나고 배우가 되려는 사람은?,53700,4
2491,조작설의 근거가 되는 물건은?,17558,21
2492,암컷 애애미 무늬의 색은?,21314,12
2493,외부에서 성곽으로 향하는 시계를 차단하고 있는 것은?,52568,21
2494,차티스가르 지역의 우익 민병대의 행동은 헌법에 위반되는 행위라고 인도 대법원이 선고한 날은?,41088,1
2495,일본에서 검찰심사원으로 활동한 경력이 있는 인원 수는?,21142,1
2496,팔랑크스는 누구의 동방 원정에서도 효과적으로 쓰였나요?,6033,2
2497,1956년에 워너가 사기친 인물의 이름은?,59272,1
2498,가혹한 노동에 대해 국제적으로 규제하고 있는 단체는?,40002,1
2499,행정을 13도로 지정하고 황제의 권위를 높인 인물은?,53106,1
2500,피터와 로렌바움이 하이든의 머리를 대신해 귀족에게 준 것은?,5404,2
2501,셰이크볼의 속도는 어느 정도 인가?,16416,2
2502,"질량이 비슷한 2개의 별이 쌍성계를 이루고 있을 때, 이 쌍성계의 질량 중심은 어디인가?",20023,5
2503,겨울에 아시아 대륙 내부에서 나타나는 고기압부의 중심이 되는 지역은 어디인가?,28160,1
2504,영국은 어떤 이유로 공해에서 바다로 유입되는 모든 선박을 막았나?,5511,2
2505,모투부가 1959년에 다시 방문한 곳은?,8087,21
2506,당나라는 고구려의 신성을 언제 점령했는가?,18169,7
2507,김집이 몸이 아파서 내려놓은 관직은?,14683,3
2508,봉헌 생활회를 감독하고 관리하는 기관은?,38005,1
2509,아제르 상귀니스를 아람어로 하면?,17175,1
2510,기원전 227년에 군사혁명을 일으켜 에포로스를 살해한 인물은?,45563,1
2511,호출에 의해 동적인 상태로 변환되는 소프트웨어 구성요소는?,56870,1
2512,합당한 이치에 따라 비현실적인 개체가 등장하는 것은 무엇인가?,39084,14
2513,스코틀랜드 계몽주의자들은 개인과 사회가 함께 발전할 수 있는 것은 어디에서 덕을 기를 때라고 믿었나?,20442,1
2514,요나미네에게는 야쿠자의 어떤 행동이 트라우마로 남았는가?,36912,1
2515,법치국가에서 국민의 처벌 근거를 증명해야하는 기관은?,42290,1
2516,8명 이상의 노동자를 고용하여 영리활동을 하는 경제조직은 언제 이후부터 출현하였나?,40693,1
2517,잔류 러시아인이 러시아 빵을 판매한 지역은?,27586,1
2518,1895년에 서재필이 숨어있던 곳은?,5287,2
2519,철도공으로써 받은 첫 급여로 파브르는 무엇을 구매하였나?,12219,1
2520,모린의 남자친구가 있는 곳은?,44632,1
2521,반야월이 어디로 향하던 중에 농부 부부처럼 보이는 남녀의 이별 장면을 보게 되었나?,13870,1
2522,프로비던스 건담을 터뜨린 것은 무엇인가?,34799,8
2523,남진과 함께 대중가요의 발전 원인이 된 사람은?,20537,1
2524,오다와라 역 11번 타는곳에 서는 열차는 몇 량인가?,27289,1
2525,궁예가 석총을 살인할 때 사용한 무기는?,7962,4
2526,영명사는 어떤 사건으로 인해 소실되었나?,15199,1
2527,1970년대 여성운동가들이 차별받는 여성을 비유한 대상은?,32960,1
2528,1997년 일본 시리즈 우승팀은?,13811,21
2529,양회와 강절에서 산서시들과 경쟁을 한 집단은?,27087,1
2530,옛 대한제국의 황제 집안과 관련된 직무를 맡은 관청을 무엇이라 부르는가?,16337,21
2531,메디아인이 자그로스 산맥에 정착을 시작한 시기는 철기 시대 제 몇 기인가?,11082,1
2532,페뷔스가 에스메랄다를 변호하지 않은 것은 누구 때문인가?,40786,2
2533,피터 클리포드가 마야단의 시골이 공격받고 있음을 알린 날은?,37529,1
2534,강재구 소령을 살해한 무기는?,17523,1
2535,배우 문예봉이 여주인공으로 활약한 영화는 무엇인가?,11361,1
2536,레닌은 누가 정권을 잡아야한다고 생각했나?,46559,21
2537,견인상태에서 사격상태가 되는데 시간이 많이 소요되는 것은?,13358,1
2538,희망의 당에게 자신의 당과 연합할 것을 제안한 인물은?,50015,1
2539,헨리 모건소가 오스카 스트라우스와 같은 직위를 받은 것은 몇 년인가?,19964,2
2540,지구와 화성만한 천체의 충돌로 만들어진 위성은?,42254,1
2541,자격 없는 대통령을 대신하여 부통령이 대통령 임기를 수행하도록 하는 내용은 미국 헌법의 어떤 부분에 나와있는가?,33219,1
2542,플로리다가 영국 영토가 된 것은 언제인가?,27770,7
2543,바젤이 위치한 국가는?,18731,12
2544,남한군의 도망을 방해한 것은 누가 설치하였나요?,42578,1
2545,브룸/예튼/제이고 이론은 단기간 학습을 통해 어디에 적용할 수 있나?,46575,1
2546,고구려 연맹장들이 세력을 키우고 집권화하는 데 중요한 역할을 한 도구는?,17874,1
2547,이탈리아 수석 대주교의 직함 중 없어진 것은?,20369,1
2548,1479년 아라곤의 왕위를 계승한 인물은?,36051,1
2549,호프만스탈의 사망 원인은?,20032,5
2550,각진국사가 주변 주민들을 돕기 위해 심은 것은?,6541,6
2551,"존재에 대해 의심하는 순간, 존재를 증명하는 것은?",24157,1
2552,지온 군의 강하 작전 때 지구상의 연방군이 쓸 수 없게 된 것은?,7829,2
2553,홈 네이션스와 같은 말은?,40803,12
2554,플레이어와 블레이드가 알두인에 맞서 싸울 수 있는 힌트를 얻은 장소는?,30080,1
2555,석조 보살좌상에서 신체의 밑부분 보다 크다고 느껴지는 것은?,35360,18
2556,처녀는 물에 무엇을 띄어 왕건에게 주었나요?,5167,2
2557,공릉천이 합류하는 하천은?,16610,1
2558,불염포에 싸여 있는 곳은 무슨 악취가 나는가?,16623,1
2559,야마가타 이자부로에게 독립선언 사실을 알린 사람은 모두 몇 명인가?,8501,3
2560,골더스그린역 기준으로 헨든 센트럭역이 위치한 방향은?,46931,1
2561,삿사 나리마사가 엣추국을 성장시키는데 기반으로 삼은 산업은?,7875,2
2562,성매매 종사자가 계약에 묶일 필요없이 언제든 그만 둘 수 있음을 의미하는 말은?,43065,1
2563,대한민국 임시정부가 김성수에게 내어준 자리는?,7444,3
2564,사이클롭스는 어떠한 몬스터로 분류되는가?,20719,1
2565,보조 수트 액터를 맡은 사람은?,31212,1
2566,마사키가 라기아스에 남을 수 있었던 이유는?,14732,1
2567,정병국이 집행유예를 받을 수 있게 도움을 준 것은 누구인가?,18598,1
2568,미키 카즈마가 중요시한 캐릭터의 특징은?,22688,1
2569,소론의 우두머리를 맡은 인물의 아버지는?,14688,21
2570,독립채산제의 확대 실시 등으로 이루어진 경제 관리 개선 조치를 무엇이라고 하는가?,58792,21
2571,블랑카의 전기를 빼앗으려한 인물은?,31171,1
2572,진시황이 즉위하기 전에는 어느 나라의 천자가 유일하게 왕이 될 수 있었나?,11636,1
2573,톰홀츠가 언제 책에서 티타노케라톱스의 동물이명에 대해 언급했나요?,40481,3
2574,2001년 포이즌 필 규정을 채택한 회사의 지분을 두 번째로 많이 소유한 곳은?,22269,1
2575,혜경궁 홍씨의 저서는?,7940,5
2576,1969년 공화주의 스파르타크 경연 대회에서 킴의 성적은?,11981,1
2577,컴퓨터 플랫폼 중 가장 유명한 것은?,12270,2
2578,"자신의 병사를 지키며, 적군의 사기를 떨어뜨릴 수 있는 공격 방법은?",21531,1
2579,레온나토스가 측근 호위관이 된 연도는?,45768,1
2580,센트럴 런던으로 출근하는 사람들 중 자차를 이용하는 사람의 비율은?,11296,21
2581,동키의 발명품의 명칭은?,37628,1
2582,무인은 언제부터 일국동량의 명령을 받기 시작했는가?,48507,1
2583,노동 시장 안의 현상들을 학문화할 수 있었던 기반을 다지기 시작한 시기는?,34747,1
2584,메흐메트가 이탈리아를 침략한 이유는?,10713,3
2585,유엔 인구 기금은 누구를 만날 때 7개의 규칙을 따르라고 하였나?,58682,13
